GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,Temperature
26.27564,-0.35796,0.19238,-0.00054,-0.31795,-0.94449,26.842,12.631,43.159,25.089
25.48907,-0.24458,0.12100,0.00694,-0.32600,-0.95581,26.780,12.867,43.264,25.131
24.49522,0.02957,0.05488,-0.00236,-0.33339,-0.93346,26.542,13.607,43.319,25.104
23.39011,-0.11010,0.19408,0.00321,-0.35157,-0.95212,26.776,13.702,43.146,25.074
22.51817,-0.15856,0.01898,0.00756,-0.35584,-0.94116,26.863,14.086,42.686,25.143
21.39050,-0.33373,-0.13309,0.00341,-0.35934,-0.93195,27.144,13.771,43.113,25.181
20.19300,-0.06780,0.00821,-0.00834,-0.36761,-0.91568,26.890,14.695,42.905,25.082
19.49305,0.01559,0.19438,-0.00631,-0.36454,-0.92543,26.961,15.240,42.683,25.068
18.40171,-0.17811,0.17862,0.00492,-0.37656,-0.91939,26.849,15.169,42.332,25.088
17.02709,-0.07158,0.07947,-0.00089,-0.38544,-0.91880,26.962,15.949,42.022,25.103
16.03191,-0.47277,0.39120,-0.00093,-0.39618,-0.91312,26.250,15.733,42.028,25.114
14.86233,-0.10112,0.19170,0.01669,-0.39416,-0.92157,27.107,15.873,42.291,24.918
13.72019,-0.23122,0.06476,-0.00525,-0.39188,-0.93324,27.587,16.370,42.196,25.211
12.52627,-0.35425,0.28406,-0.01309,-0.39837,-0.90554,26.934,15.895,42.077,25.110
11.19462,-0.56680,-0.04782,-0.00401,-0.39785,-0.89147,27.014,16.220,41.850,25.171
10.20810,-0.16136,0.16571,0.00959,-0.39227,-0.91194,26.840,16.686,41.776,25.007
8.99052,-0.33004,0.32749,0.00146,-0.40109,-0.91756,27.083,16.279,42.069,25.105
7.84906,-0.27372,0.23237,0.00402,-0.41254,-0.90601,27.220,16.656,42.135,25.100
6.67421,0.13096,0.01025,-0.01725,-0.41643,-0.91410,26.668,16.807,41.609,25.190
5.44063,-0.04613,0.47682,-0.00617,-0.43947,-0.89157,26.863,16.951,41.256,25.051
4.14941,-0.24147,-0.19293,-0.00752,-0.41247,-0.89690,26.854,17.732,41.936,25.209
3.01577,-0.09531,-0.07088,-0.01280,-0.42777,-0.90460,26.800,17.160,41.655,25.143
1.73163,-0.21881,0.08680,-0.02097,-0.41545,-0.91259,26.573,17.308,41.878,25.154
0.49295,-0.38411,0.09562,-0.00440,-0.40878,-0.89940,26.739,17.310,41.738,25.114
-0.81347,-0.09241,0.10868,-0.01000,-0.41959,-0.90851,26.514,16.899,41.586,25.122
-2.03152,-0.25187,0.19749,-0.00299,-0.41747,-0.90345,26.942,17.425,41.589,25.041
-3.35731,-0.09859,0.13374,0.00254,-0.43464,-0.91380,26.935,17.218,41.492,25.140
-4.67848,-0.39287,0.14065,0.00174,-0.41633,-0.90192,27.219,17.202,41.617,25.169
-6.01329,-0.20490,0.28802,0.00543,-0.41112,-0.89328,26.615,17.088,41.719,25.178
-6.99080,-0.10269,0.36202,0.00505,-0.41728,-0.91249,26.626,17.056,42.113,25.110
-8.48787,-0.31503,0.19510,-0.00757,-0.42874,-0.91425,26.290,16.768,41.734,25.126
-9.22153,-0.35619,-0.19219,-0.00023,-0.40640,-0.92345,26.708,16.473,41.898,25.092
-10.20644,-0.25937,0.15798,-0.00388,-0.42800,-0.90245,26.011,16.756,41.625,25.056
-11.80140,0.10939,0.17794,-0.00153,-0.40931,-0.90992,26.707,16.436,41.535,25.150
-12.90451,-0.42403,-0.02490,-0.00118,-0.40299,-0.91459,26.441,15.860,42.632,25.082
-14.17013,-0.24656,0.08823,0.00966,-0.39923,-0.91199,26.586,16.082,42.133,25.116
-15.25925,-0.13746,-0.04902,-0.00776,-0.37353,-0.91684,26.710,15.841,42.261,25.013
-16.34611,-0.23828,0.18237,-0.00620,-0.38639,-0.91393,26.762,15.348,42.461,25.106
-17.31799,-0.24618,0.18451,-0.00563,-0.38904,-0.91962,26.865,15.373,42.654,25.053
-18.55045,-0.52087,0.20790,-0.00869,-0.36937,-0.92198,26.665,14.950,42.880,25.044
-19.54346,-0.20224,0.27222,-0.01322,-0.36677,-0.92147,27.140,14.491,42.613,25.219
-20.90484,-0.22686,0.15661,0.00140,-0.36760,-0.92519,27.022,14.848,42.598,25.103
-21.55847,0.05230,0.12850,-0.01222,-0.35483,-0.92787,26.970,14.368,43.393,25.106
-22.86794,-0.40041,0.11158,0.00815,-0.33190,-0.93659,26.804,13.737,43.338,25.090
-23.73454,-0.23161,0.12593,0.01447,-0.34512,-0.92151,26.636,13.230,42.988,25.161
-24.68369,-0.05182,0.00645,-0.01339,-0.33287,-0.94178,26.433,13.059,43.411,25.088
-25.74325,-0.38428,0.10848,0.00365,-0.29950,-0.93759,26.485,12.337,43.375,25.208
-26.43353,-0.29910,0.28025,0.01102,-0.30104,-0.95837,26.909,12.022,43.328,25.066
-27.45731,-0.43540,0.24624,-0.00010,-0.31058,-0.94890,27.183,12.035,43.511,25.116
-28.29215,-0.32523,-0.12676,-0.00303,-0.28433,-0.96234,26.317,11.520,44.060,25.044
-29.07829,-0.15828,0.21053,0.00446,-0.27970,-0.97133,26.954,11.466,43.856,25.149
-30.06015,-0.02455,0.03724,0.01320,-0.27760,-0.95615,26.667,11.158,43.544,25.150
-30.99123,-0.40072,0.41380,0.00726,-0.28034,-0.96450,26.645,10.385,44.625,25.164
-31.35483,-0.14379,-0.03388,0.00561,-0.24630,-0.97219,26.639,10.147,44.337,25.075
-32.19299,-0.28863,0.12032,-0.00058,-0.24480,-0.95668,27.008,9.684,43.982,25.138
-32.63046,-0.11119,0.02810,-0.00605,-0.22399,-0.97449,26.962,8.871,44.494,25.139
-33.57570,0.03518,0.21223,0.01119,-0.22452,-0.97976,26.720,8.123,44.807,25.169
-34.13945,-0.26795,0.18649,-0.00602,-0.21193,-0.96550,26.613,7.706,45.374,25.027
-34.81740,0.04960,0.06857,0.00400,-0.17984,-0.98618,26.652,7.424,44.836,25.108
-35.20247,-0.41922,0.19986,0.00668,-0.18601,-0.98458,26.937,6.664,44.879,25.131
-35.46934,-0.22738,0.11294,-0.00131,-0.17549,-0.99274,26.570,6.481,44.910,25.139
-36.23368,-0.41919,0.06029,0.01118,-0.16325,-0.99254,26.693,5.642,45.201,25.115
-36.61294,-0.29364,0.18363,0.00249,-0.14557,-0.98403,26.775,5.480,45.346,25.210
-37.00986,-0.17918,0.02767,0.00013,-0.12788,-0.99385,27.173,4.627,45.704,25.084
-37.40217,-0.29445,0.28159,0.00514,-0.12204,-0.99625,26.793,4.239,45.590,25.133
-37.75323,-0.20469,0.14939,0.00202,-0.11193,-0.98019,26.643,3.868,45.795,25.184
-37.69305,-0.13662,0.08250,-0.00418,-0.10041,-0.98877,26.430,2.560,45.888,25.188
-38.16218,-0.08150,0.24614,-0.00149,-0.09342,-0.98639,26.912,1.992,45.592,25.114
-38.45373,-0.26920,0.21268,-0.00167,-0.07744,-0.99229,26.921,1.397,45.703,25.182
-38.63313,-0.19185,0.01535,-0.01400,-0.05049,-0.99921,26.907,1.108,45.571,25.147
-38.75513,-0.09006,0.06642,-0.01156,-0.03990,-1.00958,26.167,0.303,45.555,25.099
-39.07292,-0.25370,0.31247,0.00664,-0.02733,-0.99226,26.690,-0.234,45.855,25.085
-38.85043,-0.22385,0.07559,-0.00366,-0.00461,-1.01262,26.867,-0.679,45.512,25.142
-38.87254,-0.22899,0.16676,0.01132,-0.00481,-0.99666,26.365,-1.086,45.235,25.172
-38.97181,-0.19538,-0.08832,0.00019,0.02030,-0.99495,26.796,-1.795,45.984,25.177
-38.93613,-0.30697,0.02802,-0.00029,0.01811,-1.01689,26.745,-2.323,45.732,25.195
-38.93950,-0.29697,-0.08636,0.00197,0.04021,-1.00300,26.810,-3.154,45.409,25.220
-38.48870,-0.24762,-0.10122,-0.00171,0.05925,-0.99715,27.052,-3.260,45.615,25.118
-38.51059,-0.28202,0.26568,-0.00339,0.05476,-0.99395,26.775,-4.270,45.110,25.201
-38.11988,-0.39053,0.15277,-0.00867,0.07078,-1.01345,26.995,-4.516,45.479,25.139
-37.71092,-0.33331,-0.04771,0.00102,0.09944,-0.99785,26.443,-5.507,45.677,25.179
-37.93678,-0.40339,-0.01777,-0.00020,0.12595,-0.99640,26.816,-6.089,46.093,25.113
-37.43741,-0.19657,-0.06865,0.00647,0.12137,-0.99934,26.651,-6.932,45.242,25.030
-37.06547,-0.29434,0.04165,-0.00466,0.12769,-0.98105,27.160,-7.063,45.594,25.129
-36.64367,-0.34432,0.23462,0.00494,0.13694,-0.98782,26.671,-7.802,45.223,25.048
-36.22733,0.06343,0.19535,-0.00908,0.16436,-0.98642,26.720,-8.272,45.144,25.115
-35.71612,-0.10907,0.25236,-0.01037,0.16868,-0.97217,27.249,-8.574,45.455,25.206
-35.20227,-0.51944,0.12082,-0.01026,0.18581,-0.96882,26.862,-9.395,44.664,25.047
-34.92565,0.02401,0.25839,-0.00105,0.19557,-0.98086,26.797,-9.374,44.952,25.047
-33.90338,-0.50947,0.06907,-0.01109,0.20898,-0.98805,26.456,-10.497,44.952,25.137
-33.35118,-0.01596,0.16575,0.00456,0.21253,-0.97611,26.513,-10.600,44.864,25.195
-32.81091,-0.08568,0.10820,-0.00449,0.23569,-0.96699,27.351,-11.050,44.248,25.098
-32.32463,-0.20839,-0.03495,0.01090,0.24047,-0.96494,26.838,-11.628,44.146,25.146
-31.48413,-0.23519,0.14870,0.00545,0.24994,-0.96070,26.882,-11.774,43.457,25.116
-30.49053,-0.59819,0.35270,0.00066,0.24792,-0.95865,26.537,-12.871,44.528,25.129
-30.05189,0.08119,0.26936,-0.00268,0.26824,-0.96320,27.194,-13.334,43.719,25.213
-29.14911,-0.20493,0.20873,-0.00312,0.26517,-0.96035,27.110,-12.979,43.882,25.148
-28.07171,-0.13064,0.17431,-0.01583,0.29094,-0.95400,26.421,-14.034,44.211,25.137
-27.63317,-0.50307,0.12831,-0.00462,0.29671,-0.95096,26.871,-14.305,43.744,25.089
-26.62818,-0.26892,0.12193,0.00792,0.30691,-0.95606,27.172,-14.702,43.180,25.135
-25.80508,-0.39054,-0.07014,-0.00637,0.33796,-0.93883,27.145,-14.849,43.369,25.171
-24.66616,-0.38021,-0.04436,0.00720,0.32015,-0.94241,26.963,-15.297,43.369,25.091
-23.63774,-0.24074,-0.01663,-0.01591,0.34159,-0.95357,26.373,-15.398,42.853,25.131
-22.72150,-0.20947,-0.02290,-0.00567,0.35216,-0.94057,26.794,-16.711,42.888,25.195
-21.83234,-0.36273,0.18624,0.00479,0.35577,-0.94012,26.987,-16.082,43.205,25.074
-20.25244,-0.41884,-0.05389,0.00244,0.35938,-0.93001,27.128,-16.561,42.572,25.156
-19.48833,-0.06206,0.29867,0.00654,0.37247,-0.93441,26.470,-16.977,42.570,25.215
-18.69931,-0.27718,0.06579,0.00774,0.37912,-0.92760,26.873,-16.953,42.134,25.191
-17.31617,-0.03786,0.25038,-0.00619,0.37474,-0.92008,26.653,-17.663,42.094,25.094
-16.31831,-0.28390,0.01619,-0.00150,0.38704,-0.92516,26.843,-17.833,42.307,25.154
-15.37905,-0.29524,-0.14556,-0.00933,0.38033,-0.92408,27.083,-18.082,42.313,25.108
-14.06315,0.03437,0.11691,-0.00660,0.38533,-0.91673,26.565,-18.111,41.933,25.072
-12.88021,-0.41406,0.22092,0.00830,0.39436,-0.91524,27.148,-18.598,42.503,25.139
-11.92573,-0.20537,0.16377,0.00907,0.41026,-0.91217,26.964,-18.612,42.224,25.130
-10.76814,-0.18872,0.53337,0.00646,0.40125,-0.90234,26.334,-18.880,42.055,25.123
-9.50516,-0.24550,0.04862,-0.00627,0.40148,-0.92450,26.558,-18.986,42.143,25.124
-8.39822,0.02082,-0.04149,0.00076,0.40558,-0.91645,26.897,-18.971,42.152,25.191
-6.98534,-0.12631,-0.02454,0.00968,0.41986,-0.90563,26.950,-19.566,41.501,25.164
-5.77143,-0.13374,0.14599,-0.00148,0.42781,-0.90577,26.987,-18.990,42.058,25.174
-4.46296,-0.18010,0.29088,0.01824,0.41114,-0.91378,27.196,-19.318,41.600,25.124
-3.20501,-0.13595,0.43116,-0.00073,0.42808,-0.89389,26.442,-19.687,41.747,25.130
-2.17900,-0.31914,0.10781,-0.00723,0.41160,-0.90359,26.831,-19.221,41.791,25.180
-0.77056,-0.35723,0.05523,0.00220,0.42990,-0.90123,26.747,-19.538,41.711,25.102
0.47728,-0.10416,0.26936,0.00795,0.43060,-0.92138,26.856,-19.857,41.406,25.153
1.76095,-0.17033,0.16472,0.01428,0.42435,-0.91400,26.452,-19.710,41.676,25.083
2.88151,-0.17367,0.02200,0.00083,0.42597,-0.91173,26.983,-19.645,41.807,25.234
4.09393,-0.41102,0.14331,0.00065,0.41397,-0.91720,26.705,-19.207,41.884,25.221
5.26510,0.07469,0.00308,0.00353,0.41756,-0.89583,26.808,-19.623,41.767,25.106
6.36233,-0.08105,0.12695,0.00684,0.41075,-0.89819,26.756,-19.778,41.518,25.092
7.48887,-0.14343,0.18485,0.00473,0.40970,-0.90529,26.433,-19.317,41.745,25.134
8.93153,-0.22341,0.20067,0.00243,0.42071,-0.91454,26.963,-19.017,41.895,25.169
9.79256,0.06762,-0.00730,-0.00637,0.40758,-0.92250,27.236,-19.115,41.720,25.122
11.37151,-0.01062,0.17091,-0.00619,0.41744,-0.91122,26.619,-18.835,41.988,25.175
12.48531,-0.21641,0.40942,0.02267,0.40455,-0.92246,26.537,-18.454,41.620,25.155
13.71145,-0.19275,0.06930,0.01470,0.40547,-0.92067,26.996,-18.528,41.974,25.144
14.98360,-0.30386,0.11930,0.00816,0.39709,-0.91691,26.634,-17.706,42.391,25.046
16.14159,-0.41291,-0.07581,-0.00558,0.39989,-0.92307,26.853,-18.498,42.544,25.152
16.87692,-0.17128,0.20348,0.00068,0.39496,-0.91840,27.176,-17.869,42.398,25.209
18.35196,-0.26997,0.41288,0.00092,0.37909,-0.92184,26.586,-18.025,42.984,25.219
19.12983,-0.19944,0.22353,-0.00390,0.38458,-0.93174,27.048,-17.514,42.701,25.244
20.41117,-0.29321,0.16325,0.00580,0.36338,-0.93346,27.241,-16.734,42.517,25.101
21.19936,-0.38722,0.08741,-0.00061,0.34906,-0.93167,26.074,-16.759,43.198,25.106
21.99101,-0.19502,0.23510,-0.00327,0.35493,-0.92526,27.222,-16.340,42.603,25.176
23.28223,-0.22233,0.09379,-0.00457,0.35796,-0.94016,26.430,-16.075,43.203,25.171
24.30257,-0.28486,0.04168,-0.00404,0.33237,-0.94292,26.461,-15.773,42.958,25.212
25.43877,0.00587,-0.07464,0.01129,0.32897,-0.93906,27.022,-15.245,43.292,25.192
26.30590,-0.11085,-0.00377,0.00324,0.33380,-0.93086,27.067,-14.755,43.534,25.222
27.52386,-0.22814,-0.10816,-0.00136,0.31422,-0.95643,26.501,-14.865,43.222,25.215
28.37372,-0.11869,-0.07919,0.00166,0.29680,-0.95054,26.594,-14.103,43.832,25.154
29.05220,-0.21052,0.38911,-0.01521,0.29757,-0.94578,26.708,-14.067,43.828,25.124
29.72631,-0.37363,0.10337,-0.01674,0.27974,-0.95419,26.705,-13.625,44.136,25.250
30.49740,-0.03926,-0.13257,-0.00677,0.27884,-0.95951,26.830,-12.872,43.987,25.209
31.30597,-0.31412,-0.15124,0.00541,0.25731,-0.95639,27.052,-12.698,44.184,25.181
32.08927,-0.43879,0.34686,-0.00454,0.25790,-0.96496,26.872,-12.129,44.513,25.128
32.97819,-0.19512,0.13588,-0.00332,0.24244,-0.96544,26.507,-12.144,44.337,25.208
33.46182,-0.01432,0.32440,0.01122,0.24329,-0.97068,26.942,-11.402,43.852,25.193
34.03550,-0.25018,-0.24281,0.00718,0.21868,-0.98016,26.511,-10.942,44.426,25.125
34.55053,-0.25147,0.07928,0.00688,0.19465,-0.98155,26.577,-10.150,44.735,25.216
35.61547,-0.21984,0.20950,-0.00600,0.19578,-0.98025,27.335,-10.006,44.821,25.175
35.76933,-0.16713,0.13213,0.00096,0.17894,-0.97692,26.567,-9.291,45.168,25.244
36.27761,-0.12657,0.11720,0.00835,0.17331,-0.97145,27.183,-8.909,44.971,25.137
36.85011,-0.49259,-0.12105,0.00816,0.16266,-0.98110,26.574,-8.388,45.095,25.244
37.30961,-0.19255,0.30667,0.00304,0.14872,-0.98568,26.752,-7.183,45.203,25.140
37.80014,-0.07800,0.05924,0.00579,0.14304,-1.01774,26.369,-6.921,45.076,25.260
38.10925,-0.23524,0.13926,-0.00304,0.11630,-0.99163,27.051,-6.845,45.441,25.154
38.39908,-0.33277,0.15158,-0.00858,0.10814,-0.99620,26.384,-5.785,44.744,25.158
38.45057,-0.18145,0.07959,0.00654,0.09342,-0.99718,27.080,-5.432,45.498,25.249
39.02362,0.07743,0.19886,-0.00424,0.09026,-0.98928,26.732,-4.601,45.536,25.203
39.14132,-0.23949,0.38332,0.00365,0.05756,-0.99600,26.725,-4.075,45.660,25.196
39.05549,-0.45519,0.34009,-0.00021,0.06536,-0.99428,26.667,-3.989,45.765,25.204
39.70830,-0.25038,0.14142,-0.01446,0.03620,-0.99719,26.712,-3.196,46.019,25.259
39.38220,-0.20516,0.06573,0.01188,0.02929,-0.99485,26.566,-2.054,45.610,25.272
39.76440,-0.31764,0.20904,0.00195,0.01193,-0.99391,26.794,-1.786,45.539,25.142
39.63140,-0.19320,0.29138,-0.01084,0.00090,-0.98725,26.630,-1.461,45.470,25.220
39.41061,-0.21708,0.02962,-0.00460,-0.01616,-1.00290,26.708,-0.620,45.764,25.158
39.61301,-0.29194,0.06189,0.00033,-0.04112,-1.00619,26.633,-0.270,45.627,25.144
39.30895,-0.06760,0.44237,0.00795,-0.03867,-0.99017,26.879,0.512,45.693,25.164
38.97953,-0.34621,0.00565,0.00387,-0.05851,-1.01290,26.793,1.239,45.829,25.200
39.49502,-0.35011,0.32758,0.00737,-0.07329,-0.99870,26.613,1.722,45.490,25.160
38.92354,-0.37537,0.29868,0.00702,-0.08723,-0.98976,26.537,1.890,45.635,25.210
38.56326,-0.14107,0.42407,0.02410,-0.10202,-0.99286,26.493,3.623,45.396,25.226
38.40034,-0.37856,0.09897,-0.01083,-0.11342,-0.99626,26.856,2.922,45.430,25.311
37.91788,-0.17112,0.06653,-0.02258,-0.12940,-0.99807,27.012,4.049,45.326,25.217
37.71727,-0.24474,0.23023,-0.01101,-0.13608,-0.98090,26.265,4.423,45.347,25.195
37.24785,-0.15551,-0.00298,0.00784,-0.14571,-0.97458,27.012,5.315,45.583,25.144
36.81825,-0.48253,0.26057,0.01323,-0.16382,-0.99686,27.081,5.541,45.018,25.262
36.33633,-0.24797,0.37178,0.00473,-0.18093,-0.97298,26.365,6.518,45.175,25.159
35.76564,-0.38686,0.38935,0.00100,-0.18976,-0.97820,27.101,6.878,45.130,25.233
35.34856,-0.17251,0.11269,-0.00794,-0.20693,-0.97684,26.623,7.316,44.793,25.235
34.80448,-0.17403,0.08702,-0.00110,-0.21138,-0.97599,26.369,7.830,44.840,25.206
33.98964,-0.28317,0.07288,-0.00432,-0.23002,-0.98413,26.802,8.435,44.675,25.143
33.56443,-0.24982,0.05567,-0.00740,-0.23575,-0.96706,26.754,8.801,44.273,25.327
32.48964,-0.52419,0.05127,0.00160,-0.22862,-0.96597,26.875,9.544,44.429,25.090
32.15825,-0.18741,0.45545,-0.00577,-0.24361,-0.97817,27.183,9.817,44.494,25.223
31.48099,-0.20537,0.03160,-0.00128,-0.27038,-0.96535,26.398,10.286,44.406,25.248
30.80506,-0.19713,0.10688,-0.00204,-0.27142,-0.95583,26.885,10.352,44.382,25.213
29.95540,-0.21221,0.09085,0.01550,-0.29312,-0.97216,27.299,11.182,43.804,25.160
28.67562,0.06009,0.23584,0.00408,-0.28767,-0.96304,26.915,11.814,43.233,25.219
28.23008,-0.20478,-0.00284,-0.00132,-0.30733,-0.94988,26.667,12.140,43.527,25.164
27.40738,-0.24411,0.20974,-0.01038,-0.30057,-0.96146,26.824,12.286,43.339,25.177
26.50492,0.04084,0.09450,-0.00286,-0.33651,-0.93319,26.533,12.493,43.429,25.228
25.61007,0.10619,0.24308,-0.00384,-0.33516,-0.94544,27.001,13.324,43.431,25.096
24.33388,-0.00150,0.05004,-0.00064,-0.31617,-0.94174,27.156,13.895,43.343,25.170
23.09027,-0.34884,0.22650,0.00474,-0.33634,-0.94719,26.850,13.257,42.811,25.218
22.09563,-0.09749,0.40460,-0.01149,-0.35517,-0.92184,26.925,14.189,42.939,25.124
21.37134,-0.02700,0.14305,0.00577,-0.36302,-0.93987,26.692,14.131,42.455,25.192
20.30569,-0.36106,0.23441,-0.00745,-0.36340,-0.92631,27.216,14.769,42.881,25.197
19.05734,-0.09164,0.38191,-0.00099,-0.35636,-0.92040,27.300,14.911,42.353,25.196
18.06923,-0.19023,0.09375,0.00132,-0.37978,-0.93317,26.668,15.531,42.454,25.127
16.76779,-0.26836,0.17182,-0.00944,-0.39893,-0.91858,27.599,15.673,42.121,25.189
15.92813,-0.41077,-0.08062,-0.00114,-0.38351,-0.91886,26.629,15.807,42.406,25.146
14.62354,-0.12322,0.30043,0.00324,-0.38522,-0.90709,26.418,16.009,42.515,25.252
13.86629,-0.30814,0.23226,0.00621,-0.40389,-0.91538,26.467,15.869,42.185,25.248
12.48495,0.01012,0.35340,-0.00786,-0.40398,-0.91915,27.006,16.437,41.828,25.242
11.10786,-0.04332,-0.23588,-0.00143,-0.41252,-0.90809,26.863,15.869,41.619,25.167
10.29360,0.02469,0.23230,0.01138,-0.41618,-0.90868,26.832,16.290,41.804,25.179
8.98488,-0.14569,0.04773,-0.00426,-0.42828,-0.90666,26.774,16.679,41.971,25.172
7.56387,-0.31031,0.07845,0.00174,-0.42045,-0.91307,26.468,16.694,41.348,25.165
6.57416,-0.19429,0.10657,-0.00180,-0.41054,-0.91799,26.911,16.710,41.812,25.190
5.19034,-0.17315,0.03307,-0.00970,-0.42336,-0.91779,26.836,16.813,41.391,25.217
4.10590,-0.24768,0.08616,0.00731,-0.42303,-0.90506,26.516,17.163,41.644,25.225
2.77481,-0.33295,-0.05030,-0.00165,-0.42551,-0.91705,27.113,17.323,41.151,25.092
1.35556,-0.19652,0.53196,-0.00945,-0.42496,-0.89574,26.676,17.370,41.882,25.198
0.48231,-0.07961,-0.08043,-0.00140,-0.42765,-0.90607,26.497,16.851,41.658,25.200
-0.67566,-0.18844,0.34485,0.01048,-0.41332,-0.93468,26.607,17.207,41.317,25.174
-2.01549,-0.21287,0.07767,0.01386,-0.42521,-0.89778,26.788,17.091,41.570,25.159
-3.37887,-0.42485,0.22167,0.00090,-0.42438,-0.90077,26.539,16.532,41.785,25.132
-4.78112,-0.19556,0.27495,-0.00623,-0.42664,-0.89571,26.447,17.177,41.814,25.165
-5.81363,-0.34899,0.03008,-0.00122,-0.42340,-0.92175,26.978,16.738,41.941,25.194
-6.58653,-0.13629,-0.07195,-0.01098,-0.42277,-0.91298,26.387,16.515,41.788,25.124
-8.23146,-0.18505,-0.02073,0.00483,-0.41239,-0.90195,26.966,16.633,41.795,25.226
-9.35937,-0.47392,0.26898,-0.00449,-0.40108,-0.91058,26.638,16.560,42.252,25.166
-10.86239,-0.25835,0.31891,0.01271,-0.39859,-0.93046,26.741,16.298,41.911,25.149
-11.82632,-0.39761,0.47801,0.00048,-0.40731,-0.92504,27.039,16.404,42.317,25.221
-13.02248,-0.32919,0.01534,-0.00324,-0.39362,-0.92132,26.871,16.270,41.990,25.253
-14.04318,-0.16253,0.12611,0.00139,-0.40154,-0.92554,26.863,16.113,42.129,25.230
-15.28059,-0.33742,0.13187,0.00307,-0.39534,-0.92564,26.676,15.726,41.907,25.219
-16.33108,-0.18920,0.04567,0.00224,-0.39345,-0.92916,27.000,15.123,42.209,25.177
-17.38073,-0.43601,0.04165,-0.00868,-0.36581,-0.92759,26.670,15.242,42.686,25.102
-18.73056,-0.18725,0.03553,-0.01154,-0.37878,-0.92653,26.881,15.446,42.165,25.132
-19.82118,-0.07406,-0.00439,-0.01215,-0.36030,-0.93622,27.079,14.737,42.518,25.251
-20.56949,0.00529,0.06796,-0.00255,-0.34835,-0.92401,26.864,14.182,42.534,25.136
-21.87158,-0.25102,-0.04877,0.00577,-0.37373,-0.94200,26.630,14.242,43.043,25.146
-22.69796,-0.37666,0.17372,-0.00976,-0.34469,-0.92659,27.310,14.042,42.773,25.182
-23.85878,-0.31153,-0.13217,-0.00504,-0.32904,-0.92328,26.909,13.486,43.321,25.129
-24.80844,-0.09922,0.09504,-0.00294,-0.32307,-0.95927,27.092,12.882,43.418,25.209
-25.51039,-0.07115,-0.02179,0.00670,-0.31743,-0.93551,26.668,13.018,43.585,25.187
-26.38193,-0.27585,0.26698,-0.00080,-0.31187,-0.94930,27.053,12.320,43.674,25.240
-27.54690,-0.08140,0.35094,0.00409,-0.30042,-0.95959,27.122,11.565,43.693,25.287
-28.37988,-0.13907,0.02105,0.00527,-0.30559,-0.95902,26.641,11.568,43.359,25.286
-29.06028,-0.29333,0.35335,-0.00019,-0.28251,-0.95635,27.198,11.161,43.644,25.215
-29.84501,-0.22388,0.03255,-0.00647,-0.28813,-0.95772,26.591,10.528,44.165,25.265
-30.83465,-0.27269,0.07091,0.00405,-0.27257,-0.97087,26.905,10.092,43.905,25.211
-31.55747,-0.26103,0.32257,-0.00141,-0.25476,-0.97106,26.420,9.828,44.539,25.275
-31.70137,-0.26432,0.16026,-0.00880,-0.22799,-0.96214,27.040,9.463,44.372,25.086
-32.61917,-0.11984,0.16865,-0.00661,-0.22473,-0.97040,26.850,8.555,44.243,25.208
-33.46718,-0.37601,0.39019,-0.00351,-0.22081,-0.97335,27.168,8.145,44.591,25.149
-33.90515,-0.15608,0.15377,0.00228,-0.19413,-0.97887,26.654,7.691,45.006,25.243
-34.56772,-0.31727,0.21197,0.00481,-0.19595,-0.98150,26.918,7.421,44.734,25.198
-35.43975,-0.13038,0.11354,0.01240,-0.19899,-0.98144,26.948,6.624,45.077,25.229
-35.61071,-0.25500,-0.34652,0.00065,-0.17167,-0.99087,26.469,6.397,45.152,25.294
-36.28321,-0.04217,0.13257,-0.00397,-0.15594,-0.98012,26.669,6.118,45.149,25.154
-36.76910,-0.05920,0.04706,0.00071,-0.14642,-0.99000,27.045,5.056,44.952,25.101
-37.01567,-0.25961,0.31574,-0.00563,-0.12624,-0.99324,27.230,4.377,45.208,25.250
-37.18238,-0.09341,-0.07027,0.00871,-0.12151,-1.00562,26.660,3.971,45.181,25.282
-37.60564,-0.04909,-0.00203,-0.01336,-0.10468,-0.99385,27.016,3.655,45.486,25.257
-37.96266,-0.18923,0.42677,0.01032,-0.10345,-1.00813,27.139,2.806,45.472,25.193
-38.17527,-0.28209,-0.04855,-0.01428,-0.10080,-1.00509,27.106,2.102,45.551,25.274
-38.23935,-0.30355,0.23670,-0.00300,-0.08371,-0.99001,26.828,1.534,45.652,25.235
-38.58528,-0.36523,0.10380,0.00244,-0.04863,-1.00023,26.529,1.273,45.946,25.189
-38.66975,-0.06276,0.28875,0.01076,-0.03878,-0.98790,27.138,0.371,45.742,25.231
-38.94510,-0.26938,-0.17120,0.00568,-0.02060,-0.99042,27.137,-0.165,45.645,25.296
-38.73858,-0.33063,-0.22406,-0.00183,-0.02225,-0.99940,27.043,-0.968,45.766,25.159
-38.54755,-0.21226,0.20128,-0.00835,-0.01706,-1.00767,26.561,-0.907,45.414,25.261
-38.83731,-0.23673,-0.24297,-0.00440,0.02147,-0.99561,26.837,-2.153,45.729,25.233
-38.91534,-0.15503,0.02346,-0.01606,0.02225,-1.00515,27.105,-2.206,45.672,25.193
-38.66189,0.00412,-0.01506,-0.00511,0.05026,-0.99531,26.690,-2.689,45.803,25.174
